strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
GZ8_81/S/Panyu/2014/DEV1	dengue	KX459392	2014-XX-XX	China	China	China	China	genbank	genome	?	?	?	?	?
V29793	dengue	MF033238	2015-07-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Koo et al	https://www.ncbi.nlm.nih.gov/nuccore/MF033238	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	?
SGEHI_D1_10689Y13	dengue	KM403618	2013-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Hapuarachchi et al	https://www.ncbi.nlm.nih.gov/nuccore/KM403618	Intra-epidemic evolutionary dynamics of a Dengue virus type 1 population reveal mutant spectra that correlate with disease transmission	Sci Rep 6, 22592 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26940650
Comoros_04329/93	dengue	DQ285562	1993-XX-XX	Africa	Comoros	Comoros	Comoros	genbank	genome	Schuffenecker et al	https://www.ncbi.nlm.nih.gov/nuccore/DQ285562	Dengue fever, Reunion and the Seychelles islands, 2003-2004	Unpublished	?
DENV1_16687	dengue	KU509255	2011-XX-XX	South Asia	India	India	India	genbank	genome	?	?	?	?	?
V52742	dengue	MF033241	2015-12-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Koo et al	https://www.ncbi.nlm.nih.gov/nuccore/MF033241	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	?
V29368	dengue	MF033200	2012-07-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Koo et al	https://www.ncbi.nlm.nih.gov/nuccore/MF033200	Highly Selective Transmission Success of Dengue Virus Type 1 Lineages in a Dynamic Virus Population: An Evolutionary and Fitness Perspective	iScience 6, 38-51 (2018)	?
SGEHI_D1_46841Y13	dengue	KM403624	2013-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Hapuarachchi et al	https://www.ncbi.nlm.nih.gov/nuccore/KM403624	Intra-epidemic evolutionary dynamics of a Dengue virus type 1 population reveal mutant spectra that correlate with disease transmission	Sci Rep 6, 22592 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26940650
SGEHI_D1_50722Y13	dengue	KM403631	2013-XX-XX	Southeast Asia	Singapore	Singapore	Singapore	genbank	genome	Hapuarachchi et al	https://www.ncbi.nlm.nih.gov/nuccore/KM403631	Intra-epidemic evolutionary dynamics of a Dengue virus type 1 population reveal mutant spectra that correlate with disease transmission	Sci Rep 6, 22592 (2016)	https://www.ncbi.nlm.nih.gov/pubmed/26940650
GZ8_9/S/Yuexiu/2014/DEV1	dengue	KX225484	2015-XX-XX	China	China	China	China	genbank	genome	?	?	?	?	?
ThD1_0673_80	dengue	AY732474	1980-XX-XX	Southeast Asia	Thailand	Thailand	Thailand	genbank	genome	Zhang et al	https://www.ncbi.nlm.nih.gov/nuccore/AY732474	Clade replacements in dengue virus serotypes 1 and 3 are associated with changing serotype prevalence	J. Virol. 79 (24), 15123-15130 (2005)	https://www.ncbi.nlm.nih.gov/pubmed/16306584
DENV1/CN/GZDF696/2014	dengue	KT187563	2014-XX-XX	China	China	China	China	genbank	genome	Li et al	https://www.ncbi.nlm.nih.gov/nuccore/KT187563	Direct Submission	Submitted (20-JUN-2015) Department of Microbiology, Zhongshan School of Medicine, Sun Yat-Sen University, Key Laboratory of Tropical Disease Control, Ministry of Education, W1334, Science & Technology Building, 74 Zhongshan Road Ii, Guangzhou, Guangdong 510080, China	?
GZ8_48/S/Yuexiu/2014/DEV1	dengue	KX459390	2014-XX-XX	China	China	China	China	genbank	genome	?	?	?	?	?
UOH_21749	dengue	KX618705	2014-XX-XX	South Asia	India	India	India	genbank	genome	Vaddadi et al	https://www.ncbi.nlm.nih.gov/nuccore/KX618705	Molecular characterization of Dengue virus strains in southern India	Unpublished	?
DENV_1/IND/55290/2005	dengue	JQ922548	2005-XX-XX	South Asia	India	India	India	genbank	genome	Jayashri et al	https://www.ncbi.nlm.nih.gov/nuccore/JQ922548	Evolutionary Dynamics of Dengue Virus in India	Unpublished	?
ww2014	dengue	KP686070	2014-10-22	China	China	China	China	genbank	genome	Du et al	https://www.ncbi.nlm.nih.gov/nuccore/KP686070	Direct Submission	Submitted (21-JAN-2015) Institute for Infectious Disease Control and Prevention, Henan Provincial Centers for Disease Control and Prevention, 105 East Agricultural Road, Zheng Dong New District, Zhengzhou, Henan 450016, China	?
