Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KT231901	Enterovirus D68	4310902042_RD2	Baggen,J., Thibaut,H.J., Staring,J., Jae,L.T., Liu,Y., Guo,H., Slager,J.J., de Bruin,J.W., van Vliet,A.L., Blomen,V.A., Overduin,P., Sheng,J., de Haan Xander,C.A., de Vries,E., Meijer,A., Rossmann,M.G., Brummelkamp,T.R. and van Kuppeveld,F.J.	Enterovirus D68 receptor requirements unveiled by haploid genetics		Genbank
KT231902	Enterovirus D68	4310902042_RD3	Baggen,J., Thibaut,H.J., Staring,J., Jae,L.T., Liu,Y., Guo,H., Slager,J.J., de Bruin,J.W., van Vliet,A.L., Blomen,V.A., Overduin,P., Sheng,J., de Haan Xander,C.A., de Vries,E., Meijer,A., Rossmann,M.G., Brummelkamp,T.R. and van Kuppeveld,F.J.	Enterovirus D68 receptor requirements unveiled by haploid genetics		Genbank
KX433164	Enterovirus D68	EV-D68/Homosapiens/USA/C7413/2012	Das,S.R., Fedorova,N., Puri,V., Stockwell,T., Shrivastava,S., Amedeo,P., Shabman,R., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255401	Enterovirus D68	EV-D68/Homosapiens/USA/O270a/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KP455287	Enterovirus D68	CAN11-97	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX255394	Enterovirus D68	EV-D68/Homosapiens/USA/O418a/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
MT791927	Enterovirus D68	CF307029-FRA-2014	Duval,M., Bailly,J.-L. and Mirand,A.	Clinical and molecular epidemiology of Enterovirus D68 infections, Clermont-Ferrand, France, 2014-2018		Genbank
KP455284	Enterovirus D68	CAN14-344	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KP455283	Enterovirus D68	CAN14-683	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KP455281	Enterovirus D68	CAN14-183	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX351807	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT32/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KP455282	Enterovirus D68	CAN14-547	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX351799	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT30/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KP455286	Enterovirus D68	CAN14-459	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KT995537	Enterovirus D68	USA/PA/2014-19035	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KU844181	Enterovirus D68	US/CA/14-4231	Hixon,A., Yu,G., Tyler,K. and Chiu,C.Y.	Clinical isolates of Enterovirus D68 cause acute flaccid myelitis in neonatal mice		Genbank
KX351818	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT20/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT455429	Enterovirus D68	NYS14_32132	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KP745768	Enterovirus D68	NY73	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KP745769	Enterovirus D68	NY74	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KT455422	Enterovirus D68	NYS14_28173	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KM851230	Enterovirus D68	US/IL/14-18952	Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.	Seven Strains of Enterovirus D68 Detected in the United States during the 2014 Severe Respiratory Disease Outbreak		Genbank
KM851229	Enterovirus D68	US/KY/14-18951	Brown,B.A., Nix,W.A., Sheth,M., Frace,M. and Oberste,M.S.	Seven Strains of Enterovirus D68 Detected in the United States during the 2014 Severe Respiratory Disease Outbreak		Genbank
KT995555	Enterovirus D68	USA/ID/2014-19068	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KU669048	Enterovirus D68	USA/CO/2014-19030	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next Generation Sequencing of Enterovirus D68		Genbank
KT995588	Enterovirus D68	USA/ID/2014-19224	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995561	Enterovirus D68	USA/UT/2014-19195	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KU669039	Enterovirus D68	USA/OR/2014-19269	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next Generation Sequencing of Enterovirus D68		Genbank
KT995601	Enterovirus D68	USA/WY/2014-19051	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KP114665	Enterovirus D68	EV68_Alberta17789_2014	Pabbaraju,K., Wong,S., Zarra,D., Gill,K., Drews,S., Tipples,G. and Tellier,R.	Genetic characterization of enterovirus 68 strains in Alberta, Canada in 2014		Genbank
KP455285	Enterovirus D68	CAN14-235	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX789260	Enterovirus D68	TTa-11-Ph344	Chaimongkol,N., Okamoto,M., Furuse,Y., Nishimura,H. and Oshitani,H.	Evolution and Genetic variability of human enterovirus D68: population dynamic in Asia		Genbank
MF045419	Enterovirus D68	EVD68/Homosapiens/VNM/VN7/2009	Nguyen,N.N.	Direct Submission		Genbank
MF045420	Enterovirus D68	EVD68/Homosapiens/VNM/VN8/2009	Nguyen,N.N.	Direct Submission		Genbank
KT803589	Enterovirus D68	CHN/CQ2860/2012	Xiao,Q., Zheng,S., Wang,L., Ren,L. and Liu,E.	Direct Submission		Genbank
KM892501	Enterovirus D68	CA/AFP/11-1767	Chiu,C.Y., Yu,G., Naccache,S.N., Clayton,A., Yagi,S. and Glaser,C.	Whole-genome deep sequencing of enterovirus D68 strains in cases of acute flaccid paralysis in California		Genbank
KT280503	Enterovirus D68	2011-21186	Zhang,T.	Enterovirus D68 isolated from Beijing 2011-2014		Genbank
KT280504	Enterovirus D68	2013-0720-6	Zhang,T.	Enterovirus D68 isolated from Beijing 2011-2014		Genbank
KT285320	Enterovirus D68	2011-21282	Zhang,T.	Enterovirus D68 isolated from Beijing 2011-2014		Genbank
KX255365	Enterovirus D68	EV-D68/Homosapiens/USA/O466a/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KM892499	Enterovirus D68	CA/AFP/v12T00346	Chiu,C.Y., Yu,G., Naccache,S.N., Clayton,A., Yagi,S. and Glaser,C.	Whole-genome deep sequencing of enterovirus D68 strains in cases of acute flaccid paralysis in California		Genbank
KX255377	Enterovirus D68	EV-D68/Homosapiens/USA/O774a/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255414	Enterovirus D68	EV-D68/Homosapiens/USA/O775a/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255370	Enterovirus D68	EV-D68/Homosapiens/USA/U4470/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255399	Enterovirus D68	EV-D68/Homosapiens/USA/U4486/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255356	Enterovirus D68	EV-D68/Homosapiens/USA/U4489/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KY767820	Enterovirus D68	V12-2268728	Yip,C.C.Y., Lo,J.Y.C., Sridhar,S., Lung,D.C., Luk,S., Chan,K.H., Chan,J.F.W., Cheng,V.C.C., Woo,P.C.Y., Yuen,K.Y. and Lau,S.K.P.	First Report of a Fatal Case Associated with EV-D68 Infection in Hong Kong and Emergence of an Interclade Recombinant in China Revealed by Genome Analysis		Genbank
KX255383	Enterovirus D68	EV-D68/Homosapiens/USA/O810a/2012	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KP100794	Enterovirus D68	US/CO/13-60	Greninger,A.L., Naccache,S.N., Yu,G., Messacar,K., Somasekar,S., Dominguez,S. and Chiu,C.Y.	Genomic Analysis Uncovers a Novel Circulating Enterovirus D68 Strain in Association with Cases of Acute Flaccid Paralysis from 2012-2014		Genbank
KP745767	Enterovirus D68	NY329	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KP745756	Enterovirus D68	NY160	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KU669045	Enterovirus D68	USA/MI/2014-19082	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next Generation Sequencing of Enterovirus D68		Genbank
KT995539	Enterovirus D68	USA/VA/2014-19178	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995574	Enterovirus D68	USA/VA/2014-19218	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX255411	Enterovirus D68	EV-D68/Homosapiens/USA/C7730/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KT995548	Enterovirus D68	USA/IA/2014-19171	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX255403	Enterovirus D68	EV-D68/Homosapiens/USA/C7716/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255362	Enterovirus D68	EV-D68/Homosapiens/USA/C7715/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255390	Enterovirus D68	EV-D68/Homosapiens/USA/C7714/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255378	Enterovirus D68	EV-D68/Homosapiens/USA/C7729/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255379	Enterovirus D68	EV-D68/Homosapiens/USA/C7793/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KP455279	Enterovirus D68	CAN14-144	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX255352	Enterovirus D68	EV-D68/Homosapiens/USA/C7720/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255415	Enterovirus D68	EV-D68/Homosapiens/USA/C7721/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KT835408	Enterovirus D68	EV68/Ontario/C818712/2014	Eshaghi,A., Li,A., Banh,P., Patel,S.N. and Gubbay,J.B.	Sep23 2015-Evolutionary history of Enterovirus D68 during the 2014 outbreak in Ontario Canada		Genbank
KX255385	Enterovirus D68	EV-D68/Homosapiens/USA/C7733/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255354	Enterovirus D68	EV-D68/Homosapiens/USA/C7731/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KU669043	Enterovirus D68	USA/MI/2014-19265	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next Generation Sequencing of Enterovirus D68		Genbank
KT995557	Enterovirus D68	USA/OH/2014-19192	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX351812	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT10/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT995547	Enterovirus D68	USA/MA/2014-19183	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995538	Enterovirus D68	USA/PA/2014-19177	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KP455280	Enterovirus D68	CAN14-187	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KT347275	Enterovirus D68	EVD68/Homosapiens/USA/MO35/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995604	Enterovirus D68	USA/OH/2014-19240	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995587	Enterovirus D68	USA/OH/2014-19223	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995562	Enterovirus D68	USA/SC/2014-19196	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347247	Enterovirus D68	EVD68/Homosapiens/USA/MO41/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KU844180	Enterovirus D68	US/CA/14-4232	Hixon,A., Yu,G., Tyler,K. and Chiu,C.Y.	Clinical isolates of Enterovirus D68 cause acute flaccid myelitis in neonatal mice		Genbank
KT995544	Enterovirus D68	USA/VA/2014-19181	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995542	Enterovirus D68	USA/IL/2014-19179	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT995545	Enterovirus D68	USA/KY/2014-19182	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT455427	Enterovirus D68	NYS14_31249	Lamson,D.M., Fagan,S. and St. George,K.	Next Generation Whole Genome Sequencing of New York State Enterovirus D68 Circulating During the 2014 Outbreak		Genbank
KP114663	Enterovirus D68	EV68_Alberta4693_2014	Pabbaraju,K., Wong,S., Zarra,D., Gill,K., Drews,S., Tipples,G. and Tellier,R.	Genetic characterization of enterovirus 68 strains in Alberta, Canada in 2014		Genbank
KT347258	Enterovirus D68	EVD68/Homosapiens/USA/MO12/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT995628	Enterovirus D68	USA/PA/2014-19263	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KT347233	Enterovirus D68	EVD68/Homosapiens/USA/MO19/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347278	Enterovirus D68	EVD68/Homosapiens/USA/MO8/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347252	Enterovirus D68	EVD68/Homosapiens/USA/MO51/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KT347254	Enterovirus D68	EVD68/Homosapiens/USA/MO33/2014	Das,S.R., Halpin,R.A., Lin,X., Simenauer,A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Schuster,J. and Selvarangan,R.	Direct Submission		Genbank
KX255387	Enterovirus D68	EV-D68/Homosapiens/USA/O4445/2013	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255398	Enterovirus D68	EV-D68/Homosapiens/USA/O4446/2013	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX433165	Enterovirus D68	EV-D68/Homosapiens/USA/O4444/2013	Das,S.R., Fedorova,N., Puri,V., Stockwell,T., Shrivastava,S., Amedeo,P., Shabman,R., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX433156	Enterovirus D68	EV-D68/Homosapiens/USA/O3797/2013	Das,S.R., Fedorova,N., Puri,V., Stockwell,T., Shrivastava,S., Amedeo,P., Shabman,R., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255368	Enterovirus D68	EV-D68/Homosapiens/USA/O4417/2013	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255384	Enterovirus D68	EV-D68/Homosapiens/USA/O4413/2013	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255406	Enterovirus D68	EV-D68/Homosapiens/USA/O4415/2013	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX255375	Enterovirus D68	EV-D68/Homosapiens/USA/U5282/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KX351794	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT29/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT825142	Enterovirus D68	MEX/DF/2014-InDRE2351	Lopez-Martinez,I., Torres-Longoria,B., Barrera-Badillo,G., Ruiz-Lopez,A., Fierro-Valdez,M.A., Ortiz-Alcantara,J.M., Garces-Ayala,F., Gonzalez-Villa,M., Escobar-Escamilla,N., Ramirez-Gonzalez,J.E. and Diaz-Quinonez,J.A.	First whole genome sequencing of Enterovirus D68 circulating in Mexico, 2014		Genbank
KP455278	Enterovirus D68	CAN14-185	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KX255367	Enterovirus D68	EV-D68/Homosapiens/USA/C7732/2014	Das,S.R., Halpin,R.A., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Bishop,B., Katzel,D., Schobel,S., Shrivastava,S., Jackson,D.J. and Gern,J.E.	Direct Submission		Genbank
KT995589	Enterovirus D68	USA/IA/2014-19225	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KX351823	Enterovirus D68	EV-D68/Homosapiens/USA/SSENT23/2014	Das,S.R., Halpin,R.A., Lin,X., Akopov,A., Fedorova,N., Puri,V., Stockwell,T., Amedeo,P., Katzel,D., Schobel,S., Shrivastava,S. and Smole,S.	Direct Submission		Genbank
KT995575	Enterovirus D68	USA/CT/2014-19208	Ng,T.F.F., Montmayeur,A., Chern,S.-W., Maher,K., Rogers,S., Castro,C., Oberste,S. and Nix,A.	Next-generation Sequencing of Enterovirus D68		Genbank
KP745752	Enterovirus D68	NY124	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KP745763	Enterovirus D68	NY314	Huang,W., Wang,G., Zhuge,J., Nolan,S.M., Dimitrova,N. and Fallon,J.T.	Whole-Genome Sequence Analysis Reveals the Enterovirus D68 Isolates during the United States 2014 Outbreak Mainly Belong to a Novel Clade		Genbank
KP455266	Enterovirus D68	CAN14-272	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
KT835407	Enterovirus D68	EV68/Ontario/C818710/2014	Eshaghi,A., Li,A., Banh,P., Patel,S.N. and Gubbay,J.B.	Sep23 2015-Evolutionary history of Enterovirus D68 during the 2014 outbreak in Ontario Canada		Genbank
KP455265	Enterovirus D68	CAN14-198	McDermid,A.K., Grudeski,E., Wilcox,M., Mandes,R. and Booth,T.F.	Genetic Analysis of Enterovirus D68 strains from a North American outbreak		Genbank
