strain	strain_name	date	country	host	genotype	subgenotype
KF779325	None	2001-XX-XX	USA	None	A	A2
KF779326	None	2001-XX-XX	USA	None	A	A2
KF779328	None	2001-XX-XX	USA	None	A	A2
KF779329	None	2001-XX-XX	USA	None	A	A2
KF779330	None	2001-XX-XX	USA	None	A	A2
KF779331	None	2001-XX-XX	USA	None	A	A2
KF779332	None	2001-XX-XX	USA	None	A	A1
KF779333	None	2002-XX-XX	USA	None	A	A2
KF779334	None	2002-XX-XX	USA	None	A	A2
KF779335	None	2002-XX-XX	USA	None	A	A2
KF779336	None	2002-XX-XX	USA	None	A	A2
KF779337	None	2002-XX-XX	USA	None	A	A2
KF779338	None	2002-XX-XX	USA	None	A	A2
KF779339	None	2002-XX-XX	USA	None	A	A2
KF779342	None	2002-XX-XX	USA	None	A	A2
KF779344	None	2003-XX-XX	USA	None	A	None
KF779345	None	2003-XX-XX	USA	None	A	None
KF779346	None	2003-XX-XX	USA	None	A	None
KF779347	None	2003-XX-XX	USA	None	A	None
KF779348	None	2003-XX-XX	USA	None	A	None
KF779349	None	2003-XX-XX	USA	None	A	None
KF779350	None	2003-XX-XX	USA	None	A	None
KF779351	None	2003-XX-XX	USA	None	A	None
KF779352	None	2003-XX-XX	USA	None	A	None
KF779354	None	2003-XX-XX	USA	None	A	None
KF779355	None	2003-XX-XX	USA	None	A	None
KF779356	None	2004-XX-XX	USA	None	A	None
KF779358	None	2004-XX-XX	USA	None	A	None
KF779359	None	2004-XX-XX	USA	None	A	None
KF779360	None	2004-XX-XX	USA	None	A	None
KF779361	None	2004-XX-XX	USA	None	A	None
KF779362	None	2004-XX-XX	USA	None	A	None
KF779363	None	2004-XX-XX	USA	None	A	None
KF779364	None	2004-XX-XX	USA	None	A	None
KF779365	None	2004-XX-XX	USA	None	A	None
KF779366	None	2004-XX-XX	USA	None	A	None
KF779367	None	2004-XX-XX	USA	None	A	None
KF779368	None	2004-XX-XX	USA	None	A	None
KF779369	None	2005-XX-XX	USA	None	A	None
KF779370	None	2005-XX-XX	USA	None	A	None
KF779371	None	2005-XX-XX	USA	None	A	None
KF779372	None	2005-XX-XX	USA	None	A	None
KF779373	None	2005-XX-XX	USA	None	A	None
KF779374	None	2006-XX-XX	USA	None	A	None
KF779375	None	2006-XX-XX	USA	None	A	None
KF779378	None	2001-XX-XX	USA	None	A	A2
KF779379	None	2002-XX-XX	USA	None	A	A2
KF779381	None	2004-XX-XX	USA	None	A	None
KF779383	None	2005-XX-XX	USA	None	A	None
KF779384	None	2000-XX-XX	USA	None	A	A1
KF779385	None	2000-XX-XX	USA	None	A	A2
KF779386	None	2001-XX-XX	USA	None	A	A2
KJ854685	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854686	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854687	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854688	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854689	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854690	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854691	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854692	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854693	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854694	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854695	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854696	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854697	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854698	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854699	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854700	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854701	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854702	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854703	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854704	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854705	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854706	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854707	None	2007-01-01	Brazil	Homo sapiens	A	A1
KJ854708	None	2007-01-01	Brazil	Homo sapiens	A	A2
KJ854709	None	2007-01-01	Brazil	Homo sapiens	A	A2
KJ854710	None	2007-01-01	Brazil	Homo sapiens	A	A2
KJ843166	None	2013-04-15	Argentina	Homo sapiens	A	None
KJ843172	None	2010-04-28	Argentina	Homo sapiens	A	None
KJ843173	None	2013-02-08	Argentina	Homo sapiens	A	None
KJ843182	None	2012-01-16	Argentina	Homo sapiens	A	None
KJ843183	None	2011-06-29	Argentina	Homo sapiens	A	None
KJ843184	None	2013-04-17	Argentina	Homo sapiens	A	None
KJ843186	None	2013-02-13	Argentina	Homo sapiens	A	None
KJ843188	None	2012-08-31	Argentina	Homo sapiens	A	None
KJ843192	None	2010-02-02	Argentina	Homo sapiens	A	None
KJ843214	None	2001-01-19	Argentina	Homo sapiens	A	None
KJ843215	None	2004-05-18	Argentina	Homo sapiens	A	None
KJ843216	None	2003-05-09	Argentina	Homo sapiens	A	None
KJ843217	None	2013-12-14	Argentina	Homo sapiens	A	None
KJ843218	None	2013-12-20	Argentina	Homo sapiens	A	None
KJ010776	None	2009-XX-XX	South Africa	Homo sapiens	A	A1
KJ010777	None	2009-XX-XX	South Africa	Homo sapiens	A	A1
KJ010778	None	2009-XX-XX	South Africa	Homo sapiens	A	A1
KC752150	None	2005-05-27	India: Kerala	Homo sapiens	A	A1
KC752152	None	2005-10-25	India: Kerala	Homo sapiens	A	A1
KC752153	None	2005-10-10	India: Kerala	Homo sapiens	A	A1
KC752155	None	2005-10-10	India: Kerala	Homo sapiens	A	A1
KC752156	None	2005-10-10	India: Kerala	Homo sapiens	A	A1
KC752157	None	2005-10-17	India: Kerala	Homo sapiens	A	A1
KC752160	None	2005-10-29	India: Kerala	Homo sapiens	A	A1
KC752161	None	2007-07-07	India: Kerala	Homo sapiens	A	A1
KC752164	None	2005-10-01	India: Kerala	Homo sapiens	A	A1
KC752165	None	2005-10-05	India: Kerala	Homo sapiens	A	A1
KC752166	None	2006-01-03	India: Kerala	Homo sapiens	A	A1
KC752168	None	2007-10-16	India: Kerala	Homo sapiens	A	A1
KC752169	None	2006-06-10	India: Kerala	Homo sapiens	A	A1
KC752170	None	2006-05-21	India: Kerala	Homo sapiens	A	A1
KC752171	None	2006-06-15	India: Kerala	Homo sapiens	A	A1
KC752172	None	2006-06-20	India: Kerala	Homo sapiens	A	A1
KC752173	None	2006-06-22	India: Kerala	Homo sapiens	A	A1
KC752174	None	2006-06-22	India: Kerala	Homo sapiens	A	A1
KC752175	None	2006-08-12	India: Kerala	Homo sapiens	A	A1
KC752176	None	2006-08-25	India: Kerala	Homo sapiens	A	A1
KC752178	None	2006-09-19	India: Kerala	Homo sapiens	A	A1
KC752179	None	2006-10-17	India: Kerala	Homo sapiens	A	A1
KC752180	None	2006-10-18	India: Kerala	Homo sapiens	A	A1
KC752183	None	2007-02-23	India: Kerala	Homo sapiens	A	A1
KC752184	None	2007-10-27	India: Kerala	Homo sapiens	A	A1
KC875251	None	2014-10-23	India	Homo sapiens	A	None
KC875252	None	2014-10-23	India	Homo sapiens	A	None
KC875253	None	2014-10-23	India	Homo sapiens	A	None
KC875254	None	2014-10-23	India	Homo sapiens	A	None
KC875255	None	2014-10-23	India	Homo sapiens	A	None
KC875256	None	2014-10-23	India	Homo sapiens	A	None
KC875257	None	2014-10-23	India	Homo sapiens	A	None
KC875258	None	2014-10-23	India	Homo sapiens	A	None
KC875259	None	2014-10-23	India	Homo sapiens	A	None
KC875260	None	2014-10-23	India	Homo sapiens	A	None
JX310721	None	2009-XX-XX	Netherlands	Homo sapiens	A	A2
JX310722	None	2008-XX-XX	Netherlands	Homo sapiens	A	A2
JX310723	None	2007-XX-XX	Netherlands	Homo sapiens	A	A2
AB775198	None	2010-03-23	Japan	Homo sapiens	A	A2
AB775199	None	2010-05-06	Japan	Homo sapiens	A	A2
AB775200	None	2012-05-21	Japan	Homo sapiens	A	A2
AB775201	None	2012-07-02	Japan	Homo sapiens	A	A2
KF170754	None	2008-XX-XX	Sudan	Homo sapiens	A	A1
KC836877	None	1993-XX-XX	Japan	Homo sapiens	A	None
KC836878	None	1994-XX-XX	Japan	Homo sapiens	A	None
KC836879	None	1995-XX-XX	Japan	Homo sapiens	A	None
KC836880	None	1996-XX-XX	Japan	Homo sapiens	A	None
KC836881	None	1996-XX-XX	Japan	Homo sapiens	A	None
JX507080	None	1997-XX-XX	South Africa	Papio ursinus orientalis	A	None
JX154579	None	2010-02-20	Kenya	Homo sapiens; intravenous drug user	A	A1
JX154580	None	2010-02-20	Kenya	Homo sapiens; intravenous drug user	A	A1
JX154581	None	2010-02-20	Kenya	Homo sapiens; intravenous drug user	A	A1
JX154582	None	2010-02-20	Kenya	Homo sapiens; intravenous drug user	A	A1
JQ023660	None	2012-12-02	Colombia	None	A	A1
JQ023661	None	2012-12-02	Colombia	None	A	A1
JQ023662	None	2012-12-02	Colombia	None	A	A1
JQ023663	None	2012-12-02	Colombia	None	A	A1
JX144270	None	2009-07-27	South Africa	Homo sapiens	A	A1
JX144272	None	2009-08-03	South Africa	Homo sapiens	A	A1
JX144274	None	2009-08-12	South Africa	Homo sapiens	A	A1
JX144275	None	2009-08-24	South Africa	Homo sapiens	A	A1
JX144276	None	2009-08-26	South Africa	Homo sapiens	A	A1
JX144277	None	2009-08-26	South Africa	Homo sapiens	A	A1
JX144278	None	2009-08-26	South Africa	Homo sapiens	A	A1
JX144279	None	2009-08-31	South Africa	Homo sapiens	A	A1
JX144280	None	2009-08-31	South Africa	Homo sapiens	A	A1
JX144281	None	2009-08-31	South Africa	Homo sapiens	A	A1
JX144282	None	2009-09-09	South Africa	Homo sapiens	A	A1
JX144283	None	2009-09-16	South Africa	Homo sapiens	A	A1
JX144284	None	2009-09-21	South Africa	Homo sapiens	A	A1
JX144285	None	2009-09-28	South Africa	Homo sapiens	A	A1
JX144286	None	2009-10-07	South Africa	Homo sapiens	A	A1
JX144287	None	2009-10-19	South Africa	Homo sapiens	A	A1
JX144288	None	2009-11-02	South Africa	Homo sapiens	A	A1
JX144289	None	2009-11-09	South Africa	Homo sapiens	A	A1
JX144290	None	2009-11-16	South Africa	Homo sapiens	A	A1
JN182318	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182319	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182320	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182321	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182322	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182323	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182324	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182325	None	2009-XX-XX	South Africa	Homo sapiens; 38 year old male	A	A1
JN182326	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182327	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182328	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182329	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182330	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182331	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182332	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182333	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JN182334	None	2009-XX-XX	South Africa	Homo sapiens; 47 year old male	A	A1
JQ687529	None	2007-12-11	Serbia	Homo sapiens	A	None
JQ687533	None	2008-03-13	Serbia	Homo sapiens	A	None
JQ707299	None	1996-10-09	USA	Homo sapiens	A	None
JQ707300	None	1996-10-09	USA	Homo sapiens	A	None
JQ707301	None	1996-10-09	USA	Homo sapiens	A	None
JQ707302	None	1996-10-09	USA	Homo sapiens	A	None
JQ707303	None	1996-10-09	USA	Homo sapiens	A	None
JQ707304	None	1996-10-09	USA	Homo sapiens	A	None
JQ707305	None	1996-10-09	USA	Homo sapiens	A	None
JQ707306	None	1996-10-09	USA	Homo sapiens	A	None
JQ707307	None	1996-10-09	USA	Homo sapiens	A	None
JQ707308	None	1996-10-09	USA	Homo sapiens	A	None
JQ707309	None	1996-10-09	USA	Homo sapiens	A	None
JQ707310	None	1996-10-09	USA	Homo sapiens	A	None
JQ707311	None	1996-10-09	USA	Homo sapiens	A	None
JQ707312	None	1996-10-09	USA	Homo sapiens	A	None
JQ707313	None	1996-10-09	USA	Homo sapiens	A	None
JQ707314	None	1996-10-09	USA	Homo sapiens	A	None
JQ707315	None	1996-10-09	USA	Homo sapiens	A	None
JQ707316	None	1996-10-09	USA	Homo sapiens	A	None
JQ707317	None	1996-10-09	USA	Homo sapiens	A	None
JQ707318	None	1996-10-09	USA	Homo sapiens	A	None
JQ707319	None	1996-10-09	USA	Homo sapiens	A	None
JQ707320	None	1996-10-09	USA	Homo sapiens	A	None
JQ707321	None	1996-10-09	USA	Homo sapiens	A	None
JQ707322	None	1996-10-09	USA	Homo sapiens	A	None
JQ707323	None	1996-10-09	USA	Homo sapiens	A	None
JQ707324	None	1996-10-09	USA	Homo sapiens	A	None
JQ707325	None	1996-10-09	USA	Homo sapiens	A	None
JQ707326	None	1996-10-09	USA	Homo sapiens	A	None
JQ707327	None	1996-10-09	USA	Homo sapiens	A	None
JQ707328	None	1996-10-09	USA	Homo sapiens	A	None
JQ707329	None	1996-10-09	USA	Homo sapiens	A	None
JQ707330	None	1996-10-09	USA	Homo sapiens	A	None
JQ707331	None	1996-10-09	USA	Homo sapiens	A	None
JQ707332	None	1996-10-09	USA	Homo sapiens	A	None
JQ707333	None	1996-10-09	USA	Homo sapiens	A	None
JQ707334	None	1996-10-09	USA	Homo sapiens	A	None
JQ707335	None	1996-10-09	USA	Homo sapiens	A	None
JQ707336	None	1996-10-09	USA	Homo sapiens	A	None
JQ707337	None	1996-10-09	USA	Homo sapiens	A	None
JQ707338	None	1996-10-09	USA	Homo sapiens	A	None
JQ707339	None	1996-10-09	USA	Homo sapiens	A	None
JQ707340	None	1996-10-09	USA	Homo sapiens	A	None
JQ707341	None	1996-10-09	USA	Homo sapiens	A	None
JQ707342	None	1996-10-09	USA	Homo sapiens	A	None
JQ707343	None	1996-10-09	USA	Homo sapiens	A	None
JQ707344	None	1996-10-09	USA	Homo sapiens	A	None
JQ707345	None	2002-04-25	USA	Homo sapiens	A	None
JQ707346	None	2002-04-25	USA	Homo sapiens	A	None
JQ707347	None	2002-04-25	USA	Homo sapiens	A	None
JQ707348	None	2002-04-25	USA	Homo sapiens	A	None
JQ707349	None	2002-04-25	USA	Homo sapiens	A	None
JQ707350	None	2002-04-25	USA	Homo sapiens	A	None
JQ707351	None	2002-04-25	USA	Homo sapiens	A	None
JQ707352	None	2002-04-25	USA	Homo sapiens	A	None
JQ707353	None	2002-04-25	USA	Homo sapiens	A	None
JQ707354	None	2002-04-25	USA	Homo sapiens	A	None
JQ707355	None	2002-04-25	USA	Homo sapiens	A	None
JQ707356	None	2002-04-25	USA	Homo sapiens	A	None
JQ707357	None	2002-04-25	USA	Homo sapiens	A	None
JQ707358	None	2002-04-25	USA	Homo sapiens	A	None
JQ707359	None	2002-04-25	USA	Homo sapiens	A	None
JQ707360	None	2002-04-25	USA	Homo sapiens	A	None
JQ707361	None	2002-04-25	USA	Homo sapiens	A	None
JQ707362	None	2002-04-25	USA	Homo sapiens	A	None
JQ707363	None	2002-04-25	USA	Homo sapiens	A	None
JQ707364	None	2002-04-25	USA	Homo sapiens	A	None
JQ707365	None	2002-04-25	USA	Homo sapiens	A	None
JQ707366	None	2002-04-25	USA	Homo sapiens	A	None
JQ707367	None	2002-04-25	USA	Homo sapiens	A	None
JQ707368	None	2002-04-25	USA	Homo sapiens	A	None
JQ707369	None	2002-04-25	USA	Homo sapiens	A	None
JQ707370	None	2002-04-25	USA	Homo sapiens	A	None
JQ707371	None	2002-05-01	USA	Homo sapiens	A	None
JQ707372	None	2002-05-01	USA	Homo sapiens	A	None
JQ707373	None	2002-05-01	USA	Homo sapiens	A	None
JQ707374	None	2002-05-01	USA	Homo sapiens	A	None
JQ707375	None	2002-05-01	USA	Homo sapiens	A	None
JQ707376	None	2002-05-01	USA	Homo sapiens	A	None
JQ707377	None	2002-05-01	USA	Homo sapiens	A	None
JQ707378	None	2002-05-01	USA	Homo sapiens	A	None
JQ707379	None	2002-05-01	USA	Homo sapiens	A	None
JQ707380	None	2002-05-01	USA	Homo sapiens	A	None
JQ707381	None	2002-05-01	USA	Homo sapiens	A	None
JQ707382	None	2002-05-01	USA	Homo sapiens	A	None
JQ707383	None	2002-05-01	USA	Homo sapiens	A	None
JQ707384	None	2002-05-01	USA	Homo sapiens	A	None
JQ707385	None	2002-05-01	USA	Homo sapiens	A	None
JQ707386	None	2002-05-01	USA	Homo sapiens	A	None
JQ707387	None	2002-05-01	USA	Homo sapiens	A	None
JQ707388	None	2002-05-01	USA	Homo sapiens	A	None
JQ707389	None	2002-05-01	USA	Homo sapiens	A	None
JQ707390	None	2002-05-01	USA	Homo sapiens	A	None
JQ707391	None	2002-05-01	USA	Homo sapiens	A	None
JQ707392	None	2002-05-01	USA	Homo sapiens	A	None
JQ707393	None	2002-05-01	USA	Homo sapiens	A	None
JQ707394	None	2002-05-01	USA	Homo sapiens	A	None
JQ707395	None	2002-05-01	USA	Homo sapiens	A	None
JQ707396	None	2002-05-01	USA	Homo sapiens	A	None
JQ707397	None	2002-05-01	USA	Homo sapiens	A	None
JQ707398	None	2002-05-01	USA	Homo sapiens	A	None
JQ707399	None	2002-05-01	USA	Homo sapiens	A	None
JQ707400	None	2003-03-27	USA	Homo sapiens	A	None
JQ707401	None	2003-03-27	USA	Homo sapiens	A	None
JQ707402	None	2003-03-27	USA	Homo sapiens	A	None
JQ707403	None	2003-03-27	USA	Homo sapiens	A	None
JQ707404	None	2003-03-27	USA	Homo sapiens	A	None
JQ707405	None	2003-03-27	USA	Homo sapiens	A	None
JQ707406	None	2003-03-27	USA	Homo sapiens	A	None
JQ707407	None	2003-03-27	USA	Homo sapiens	A	None
JQ707408	None	2003-03-27	USA	Homo sapiens	A	None
JQ707409	None	2003-03-27	USA	Homo sapiens	A	None
JQ707410	None	2003-03-27	USA	Homo sapiens	A	None
JQ707411	None	2003-03-27	USA	Homo sapiens	A	None
JQ707412	None	2003-03-27	USA	Homo sapiens	A	None
JQ707413	None	2003-03-27	USA	Homo sapiens	A	None
JQ707414	None	2003-03-27	USA	Homo sapiens	A	None
JQ707415	None	2003-03-27	USA	Homo sapiens	A	None
JQ707416	None	2003-03-27	USA	Homo sapiens	A	None
JQ707417	None	2003-03-27	USA	Homo sapiens	A	None
JQ707418	None	2003-03-27	USA	Homo sapiens	A	None
JQ707419	None	2003-03-27	USA	Homo sapiens	A	None
JQ707420	None	2003-03-27	USA	Homo sapiens	A	None
JQ707531	None	1998-09-28	USA	Homo sapiens	A	None
JQ707532	None	1998-09-28	USA	Homo sapiens	A	None
JQ707533	None	1998-09-28	USA	Homo sapiens	A	None
JQ707534	None	1998-09-28	USA	Homo sapiens	A	None
JQ707535	None	1998-09-28	USA	Homo sapiens	A	None
JQ707536	None	1998-09-28	USA	Homo sapiens	A	None
JQ707537	None	1998-09-28	USA	Homo sapiens	A	None
JQ707538	None	1998-09-28	USA	Homo sapiens	A	None
JQ707539	None	1998-09-28	USA	Homo sapiens	A	None
JQ707540	None	1998-09-28	USA	Homo sapiens	A	None
JQ707541	None	1998-09-28	USA	Homo sapiens	A	None
JQ707542	None	1998-09-28	USA	Homo sapiens	A	None
JQ707543	None	1998-09-28	USA	Homo sapiens	A	None
JQ707544	None	1998-09-28	USA	Homo sapiens	A	None
JQ707545	None	1998-09-28	USA	Homo sapiens	A	None
JQ707546	None	1998-09-28	USA	Homo sapiens	A	None
JQ707547	None	1998-09-28	USA	Homo sapiens	A	None
JQ707548	None	1998-09-28	USA	Homo sapiens	A	None
JQ707549	None	1998-09-28	USA	Homo sapiens	A	None
JQ707550	None	1998-09-28	USA	Homo sapiens	A	None
JQ707551	None	1998-09-28	USA	Homo sapiens	A	None
JQ707552	None	1998-09-28	USA	Homo sapiens	A	None
JQ707553	None	1998-09-28	USA	Homo sapiens	A	None
JQ707554	None	1998-09-28	USA	Homo sapiens	A	None
JQ707555	None	1998-09-28	USA	Homo sapiens	A	None
JQ707556	None	1998-09-28	USA	Homo sapiens	A	None
JQ707557	None	1998-09-28	USA	Homo sapiens	A	None
JQ707558	None	1998-09-28	USA	Homo sapiens	A	None
JQ707559	None	1998-09-28	USA	Homo sapiens	A	None
JQ707560	None	1998-09-28	USA	Homo sapiens	A	None
JQ707561	None	1998-09-28	USA	Homo sapiens	A	None
JQ707562	None	1998-09-28	USA	Homo sapiens	A	None
JQ707563	None	1998-09-28	USA	Homo sapiens	A	None
JQ707564	None	1998-09-28	USA	Homo sapiens	A	None
JQ707565	None	1998-09-28	USA	Homo sapiens	A	None
JQ707566	None	1998-09-28	USA	Homo sapiens	A	None
JQ707567	None	1998-09-28	USA	Homo sapiens	A	None
JQ707568	None	1998-09-28	USA	Homo sapiens	A	None
JQ707569	None	1998-09-28	USA	Homo sapiens	A	None
JQ707570	None	1998-09-28	USA	Homo sapiens	A	None
JQ707571	None	1998-09-28	USA	Homo sapiens	A	None
JQ707572	None	1998-09-28	USA	Homo sapiens	A	None
JQ707573	None	1998-09-28	USA	Homo sapiens	A	None
JQ707574	None	2002-03-07	USA	Homo sapiens	A	None
JQ707575	None	2002-03-07	USA	Homo sapiens	A	None
JQ707576	None	2002-03-07	USA	Homo sapiens	A	None
JQ707577	None	2002-03-07	USA	Homo sapiens	A	None
JQ707578	None	2002-03-07	USA	Homo sapiens	A	None
JQ707579	None	2002-03-07	USA	Homo sapiens	A	None
JQ707580	None	2002-03-07	USA	Homo sapiens	A	None
JQ707581	None	2002-03-07	USA	Homo sapiens	A	None
JQ707582	None	2002-03-07	USA	Homo sapiens	A	None
JQ707583	None	2002-03-07	USA	Homo sapiens	A	None
JQ707584	None	2002-03-07	USA	Homo sapiens	A	None
JQ707585	None	2002-03-07	USA	Homo sapiens	A	None
JQ707586	None	2002-03-07	USA	Homo sapiens	A	None
JQ707587	None	2002-03-07	USA	Homo sapiens	A	None
JQ707588	None	2002-03-07	USA	Homo sapiens	A	None
JQ707589	None	2002-03-07	USA	Homo sapiens	A	None
JQ707590	None	2002-03-07	USA	Homo sapiens	A	None
JQ707591	None	2002-03-07	USA	Homo sapiens	A	None
JQ707592	None	2002-03-07	USA	Homo sapiens	A	None
JQ707593	None	2002-03-07	USA	Homo sapiens	A	None
JQ707594	None	2002-03-07	USA	Homo sapiens	A	None
JQ707595	None	2002-03-07	USA	Homo sapiens	A	None
JQ707596	None	2002-03-07	USA	Homo sapiens	A	None
JQ707597	None	2002-03-07	USA	Homo sapiens	A	None
JQ707598	None	2002-03-07	USA	Homo sapiens	A	None
JQ707599	None	2002-03-07	USA	Homo sapiens	A	None
JQ707600	None	2002-03-07	USA	Homo sapiens	A	None
JQ707601	None	2002-03-07	USA	Homo sapiens	A	None
JQ707602	None	2002-03-07	USA	Homo sapiens	A	None
JQ707603	None	2002-03-07	USA	Homo sapiens	A	None
JQ707604	None	2002-03-07	USA	Homo sapiens	A	None
JQ707605	None	2002-03-07	USA	Homo sapiens	A	None
JQ707606	None	2002-03-07	USA	Homo sapiens	A	None
JQ707607	None	2002-03-07	USA	Homo sapiens	A	None
JQ707608	None	2002-03-07	USA	Homo sapiens	A	None
JQ707609	None	2000-04-17	USA	Homo sapiens	A	None
JQ707610	None	2000-04-17	USA	Homo sapiens	A	None
JQ707611	None	2000-04-17	USA	Homo sapiens	A	None
JQ707612	None	2000-04-17	USA	Homo sapiens	A	None
JQ707613	None	2000-04-17	USA	Homo sapiens	A	None
JQ707614	None	2000-04-17	USA	Homo sapiens	A	None
JQ707615	None	2000-04-17	USA	Homo sapiens	A	None
JQ707616	None	2000-04-17	USA	Homo sapiens	A	None
JQ707617	None	2000-04-17	USA	Homo sapiens	A	None
JQ707618	None	2000-04-17	USA	Homo sapiens	A	None
JQ707619	None	2000-04-17	USA	Homo sapiens	A	None
JQ707620	None	2000-04-17	USA	Homo sapiens	A	None
JQ707621	None	2000-04-17	USA	Homo sapiens	A	None
JQ707622	None	2000-04-17	USA	Homo sapiens	A	None
JQ707623	None	2000-04-17	USA	Homo sapiens	A	None
JQ707624	None	2000-04-17	USA	Homo sapiens	A	None
JQ707625	None	2000-04-17	USA	Homo sapiens	A	None
JQ707626	None	2000-04-17	USA	Homo sapiens	A	None
JQ707627	None	2000-04-17	USA	Homo sapiens	A	None
JQ707628	None	2000-04-17	USA	Homo sapiens	A	None
JQ707629	None	2000-04-17	USA	Homo sapiens	A	None
JQ707630	None	2000-04-17	USA	Homo sapiens	A	None
JQ707631	None	2000-04-17	USA	Homo sapiens	A	None
JQ707632	None	2000-04-17	USA	Homo sapiens	A	None
JQ707633	None	2000-04-17	USA	Homo sapiens	A	None
JQ707634	None	2000-04-17	USA	Homo sapiens	A	None
JQ707635	None	2000-04-17	USA	Homo sapiens	A	None
JQ707636	None	2000-04-17	USA	Homo sapiens	A	None
JQ707637	None	2000-04-17	USA	Homo sapiens	A	None
JQ707638	None	2001-08-08	USA	Homo sapiens	A	None
JQ707639	None	2001-08-08	USA	Homo sapiens	A	None
JQ707640	None	2001-08-08	USA	Homo sapiens	A	None
JQ707641	None	2001-08-08	USA	Homo sapiens	A	None
JQ707642	None	2001-08-08	USA	Homo sapiens	A	None
JQ707643	None	2001-08-08	USA	Homo sapiens	A	None
JQ707644	None	2001-08-08	USA	Homo sapiens	A	None
JQ707645	None	2001-08-08	USA	Homo sapiens	A	None
JQ707646	None	2001-08-08	USA	Homo sapiens	A	None
JQ707647	None	2001-08-08	USA	Homo sapiens	A	None
JQ707648	None	2001-08-08	USA	Homo sapiens	A	None
JQ707649	None	2001-08-08	USA	Homo sapiens	A	None
JQ707650	None	2001-08-08	USA	Homo sapiens	A	None
JQ707651	None	2001-08-08	USA	Homo sapiens	A	None
JQ707652	None	2001-08-08	USA	Homo sapiens	A	None
JQ707653	None	2001-08-08	USA	Homo sapiens	A	None
JQ707654	None	2001-08-08	USA	Homo sapiens	A	None
JQ707655	None	2001-08-08	USA	Homo sapiens	A	None
JQ707656	None	2001-08-08	USA	Homo sapiens	A	None
JQ707658	None	2003-04-04	USA	Homo sapiens	A	None
JQ707659	None	2003-04-04	USA	Homo sapiens	A	None
JQ707661	None	2003-04-04	USA	Homo sapiens	A	None
JQ707662	None	2003-04-04	USA	Homo sapiens	A	None
JQ707663	None	2003-04-04	USA	Homo sapiens	A	None
JQ707664	None	2003-04-04	USA	Homo sapiens	A	None
JQ707665	None	2003-04-04	USA	Homo sapiens	A	None
JQ707667	None	2003-04-04	USA	Homo sapiens	A	None
JQ707669	None	2003-04-04	USA	Homo sapiens	A	None
JQ707670	None	2003-04-04	USA	Homo sapiens	A	None
JQ707672	None	2003-04-04	USA	Homo sapiens	A	None
JQ707674	None	2003-04-04	USA	Homo sapiens	A	None
JQ707675	None	2003-04-04	USA	Homo sapiens	A	None
JQ707676	None	2003-04-04	USA	Homo sapiens	A	None
JQ707681	None	2003-04-04	USA	Homo sapiens	A	None
AB697487	None	2003-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.1	A	A2
AB697488	None	2003-XX-XX	Japan:Nagoya	Homo sapiens HIV-1/HBV-coinfected patient No.2	A	A2
