Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KF955457	Dengue (denv3)	DENV_3/VN/BID_V1821/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ432731	Dengue (denv3)	DENV_3/VN/BID_V1786/2007	Henn et al	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ410229	Dengue (denv3)	DENV_3/VN/BID_V1882/2007	Henn et al	Direct Submission	Submitted (22-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ547061	Dengue (denv3)	DENV_3/VN/BID_V1831/2007	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ461334	Dengue (denv3)	DENV_3/VN/BID_V1936/2008	Henn et al	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955459	Dengue (denv3)	DENV_3/VN/BID_V1903/2008	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ547066	Dengue (denv3)	DENV_3/VN/BID_V1911/2008	Henn et al	Direct Submission	Submitted (01-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ562102	Dengue (denv3)	DENV_3/VN/BID_V1877/2007	Henn et al	Direct Submission	Submitted (16-DEC-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ461326	Dengue (denv3)	DENV_3/VN/BID_V1891/2007	Henn et al	Direct Submission	Submitted (07-NOV-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ432741	Dengue (denv3)	DENV_3/VN/BID_V1810/2007	Henn et al	Direct Submission	Submitted (29-OCT-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955461	Dengue (denv3)	DENV_3/KH/BID_V2070/1999	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ639725	Dengue (denv3)	DENV_3/KH/BID_V2082/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131906	Dengue (denv3)	DENV_3/IPC/BID_V3809/2003	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131933	Dengue (denv3)	DENV_3/IPC/BID_V4280/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131904	Dengue (denv3)	DENV_3/IPC/BID_V3807/2005	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639724	Dengue (denv3)	DENV_3/KH/BID_V2081/2003	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639726	Dengue (denv3)	DENV_3/KH/BID_V2083/2004	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU189648	Dengue (denv3)	DTID_ZJU04	Wo et al	Full genome sequence of Dengue virus 3 isolated in Zhejiang Province, China	Unpublished	Genbank
FJ639713	Dengue (denv3)	DENV_3/KH/BID_V2051/2007	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131917	Dengue (denv3)	DENV_3/IPC/BID_V3832/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131918	Dengue (denv3)	DENV_3/IPC/BID_V3833/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131907	Dengue (denv3)	DENV_3/IPC/BID_V3815/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131934	Dengue (denv3)	DENV_3/IPC/BID_V4282/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131936	Dengue (denv3)	DENV_3/IPC/BID_V4284/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131945	Dengue (denv3)	DENV_3/IPC/BID_V4308/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639715	Dengue (denv3)	DENV_3/KH/BID_V2053/2008	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639716	Dengue (denv3)	DENV_3/KH/BID_V2054/2008	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131912	Dengue (denv3)	DENV_3/IPC/BID_V3826/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955464	Dengue (denv3)	DENV_3/KH/BID_V2091/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HM181935	Dengue (denv3)	DENV_3/KH/BID_V3829/2007	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131913	Dengue (denv3)	DENV_3/IPC/BID_V3827/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131914	Dengue (denv3)	DENV_3/IPC/BID_V3828/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955507	Dengue (denv3)	DENV_3/KH/BID_V4292/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
KF955508	Dengue (denv3)	DENV_3/KH/BID_V4293/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131916	Dengue (denv3)	DENV_3/IPC/BID_V3831/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131905	Dengue (denv3)	DENV_3/IPC/BID_V3808/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
HM631854	Dengue (denv3)	DENV_3/KH/BID_V4315/2008	Henn et al	Direct Submission	Submitted (08-JUN-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131946	Dengue (denv3)	DENV_3/IPC/BID_V4314/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868629	Dengue (denv3)	DENV_3/KH/BID_V2087/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639729	Dengue (denv3)	DENV_3/KH/BID_V2089/2006	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639728	Dengue (denv3)	DENV_3/KH/BID_V2088/2005	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868628	Dengue (denv3)	DENV_3/KH/BID_V2085/2005	Henn et al	Direct Submission	Submitted (03-SEP-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JF295012	Dengue (denv3)	DENV_3/KH/BID_V4307/2007	Henn et al	Direct Submission	Submitted (27-JAN-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639712	Dengue (denv3)	DENV_3/KH/BID_V2050/2007	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131915	Dengue (denv3)	DENV_3/IPC/BID_V3830/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131903	Dengue (denv3)	DENV_3/IPC/BID_V3804/2008	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955506	Dengue (denv3)	DENV_3/KH/BID_V4291/2007	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GU131943	Dengue (denv3)	DENV_3/IPC/BID_V4302/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639731	Dengue (denv3)	DENV_3/KH/BID_V2092/2007	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ639730	Dengue (denv3)	DENV_3/KH/BID_V2090/2006	Henn et al	Direct Submission	Submitted (13-JAN-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131940	Dengue (denv3)	DENV_3/IPC/BID_V4297/2007	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131908	Dengue (denv3)	DENV_3/IPC/BID_V3820/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955338	Dengue (denv3)	DENV_3/KH/BID_V3818/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
HM181934	Dengue (denv3)	DENV_3/KH/BID_V3823/2006	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131910	Dengue (denv3)	DENV_3/IPC/BID_V3824/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ868634	Dengue (denv3)	DENV_3/IPC/BID_V3819/2006	?			Genbank
HM181933	Dengue (denv3)	DENV_3/KH/BID_V3816/2006	Henn et al	Direct Submission	Submitted (30-MAR-2010) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131909	Dengue (denv3)	DENV_3/IPC/BID_V3822/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GU131911	Dengue (denv3)	DENV_3/IPC/BID_V3825/2006	Henn et al	Direct Submission	Submitted (22-OCT-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JQ922555	Dengue (denv3)	DENV_3/IND/664481/1966	Jayashri et al	Evolutionary Dynamics of Dengue Virus in India	Unpublished	Genbank
GQ199888	Dengue (denv3)	DENV_3/LK/BID_V2407/1983	?			Genbank
GQ199887	Dengue (denv3)	DENV_3/LK/BID_V2405/1983	?			Genbank
FJ882574	Dengue (denv3)	DENV_3/LK/BID_V2414/1985	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ882572	Dengue (denv3)	DENV_3/LK/BID_V2412/1989	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ199889	Dengue (denv3)	DENV_3/LK/BID_V2410/1983	?			Genbank
FJ882573	Dengue (denv3)	DENV_3/LK/BID_V2413/1993	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
MG721059	Dengue (denv3)	R1_J18	Pattabiraman et al	Genomes of dengue viruses circulating in south India	Unpublished	Genbank
LT898451	Dengue (denv3)	V2424900	Abubakar et al	Direct Submission	Submitted (28-JUN-2017) Tropical Infectious Diseases Research and Education Centre, University of Malaya, Department of Medical Microbiology, Faculty of Medicine, 50603 Kuala Lumpur, Malaysia	Genbank
LT898452	Dengue (denv3)	V2353394	Abubakar et al	Direct Submission	Submitted (28-JUN-2017) Tropical Infectious Diseases Research and Education Centre, University of Malaya, Department of Medical Microbiology, Faculty of Medicine, 50603 Kuala Lumpur, Malaysia	Genbank
DQ675533	Dengue (denv3)	99TW628	King et al	Comparative analysis of full genomic sequences among different genotypes of dengue virus type 3	Virol. J. 5, 63 (2008)	Genbank
KU509283	Dengue (denv3)	DENV3_3404	?			Genbank
EU081181	Dengue (denv3)	D3/SG/SS710/2004	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081213	Dengue (denv3)	D3/SG/05K3928DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081204	Dengue (denv3)	D3/SG/05K3325DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081209	Dengue (denv3)	D3/SG/05K3912DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081214	Dengue (denv3)	D3/SG/05K4141DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081203	Dengue (denv3)	D3/SG/05K3324DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081185	Dengue (denv3)	D3/SG/05K805DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081195	Dengue (denv3)	D3/SG/05K2418DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081186	Dengue (denv3)	D3/SG/05K827DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081184	Dengue (denv3)	D3/SG/05K802DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081225	Dengue (denv3)	D3/SG/05K4648DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081224	Dengue (denv3)	D3/SG/05K4647DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081200	Dengue (denv3)	D3/SG/05K3312DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081183	Dengue (denv3)	D3/SG/05K797DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081189	Dengue (denv3)	D3/SG/05K852DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081193	Dengue (denv3)	D3/SG/05K2400DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081216	Dengue (denv3)	D3/SG/05K4157DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081201	Dengue (denv3)	D3/SG/05K3314DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081208	Dengue (denv3)	D3/SG/05K3900DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081205	Dengue (denv3)	D3/SG/05K3329DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081222	Dengue (denv3)	D3/SG/05K4454DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081191	Dengue (denv3)	D3/SG/05K868DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081187	Dengue (denv3)	D3/SG/05K843DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081220	Dengue (denv3)	D3/SG/05K4182DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081198	Dengue (denv3)	D3/SG/05K2933DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081197	Dengue (denv3)	D3/SG/05K2918DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081207	Dengue (denv3)	D3/SG/05K3897DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081210	Dengue (denv3)	D3/SG/05K3913DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081211	Dengue (denv3)	D3/SG/05K3923DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081219	Dengue (denv3)	D3/SG/05K4176DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
EU081218	Dengue (denv3)	D3/SG/05K4168DK1/2005	Schreiber et al	Genomic epidemiology of a dengue virus epidemic in urban Singapore	J. Virol. 83 (9), 4163-4173 (2009)	Genbank
FJ882571	Dengue (denv3)	DENV_3/LK/BID_V2411/1989	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955475	Dengue (denv3)	DENV_3/LK/BID_V2408/1994	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
GQ252674	Dengue (denv3)	DENV_3/LK/BID_V2409/1997	?			Genbank
JQ411814	Dengue (denv3)	UNC3001	Messer et al	Development and characterization of a reverse genetic system for studying dengue virus serotype 3 strain variation and neutralization	PLoS Negl Trop Dis 6 (2), E1486 (2012)	Genbank
KF955474	Dengue (denv3)	DENV_3/LK/BID_V2404/1989	Zody et al	Direct Submission	Submitted (03-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
FJ882575	Dengue (denv3)	DENV_3/MZ/BID_V2418/1985	Henn et al	Direct Submission	Submitted (01-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ466079	Dengue (denv3)	DEL_72	?			Genbank
FJ644564	Dengue (denv3)	ND143	Sharma et al	Comparative complete genome analysis of dengue virus type 3 circulating in India between 2003 and 2008	J. Gen. Virol. 92 (PT 7), 1595-1600 (2011)	Genbank
JQ922556	Dengue (denv3)	DENV_3/IND/58760/2005	Jayashri et al	Evolutionary Dynamics of Dengue Virus in India	Unpublished	Genbank
MG721064	Dengue (denv3)	R1_J29	Pattabiraman et al	Genomes of dengue viruses circulating in south India	Unpublished	Genbank
KU216209	Dengue (denv3)	RajasthanIndia/Balotra_87_s/2013	Angel et al	Complete Genome Sequence of Dengue Virus 3 from Rajasthan, India	Unpublished	Genbank
KU216208	Dengue (denv3)	RajasthanIndia/DMRC/Balotra87/2013	Angel et al	Complete Genome Sequence of Dengue Virus 3 from Rajasthan, India	Unpublished	Genbank
MF370226	Dengue (denv3)	YNPE3	Mo et al	Complete genome sequence and phylogenetic analysis of dengue virus serotype 3 isolated from a Chinese traveler returning from Laos	Unpublished	Genbank
MF142763	Dengue (denv3)	LRI8_15	Sittivicharpinyo et al	Complete coding sequence of dengue virus serotype 4 isolated from field-caught mosquitoes in Thailand	Mem. Inst. Oswaldo Cruz 112 (8), 580-582 (2017)	Genbank
KY921907	Dengue (denv3)	SG_EHI_D3/15095Y15	Hapuarachchi et al	Dengue virus diversity in Singapore	Unpublished	Genbank
MK894341	Dengue (denv3)	18XN61927	Su et al	Molecular characteristics of the full-length genome of dengue virus serotype III strains isolated from imported dengue fever cases in Guangzhou, 2018	Unpublished	Genbank
MN453624	Dengue (denv3)	TZK2016	?			Genbank
LC410194	Dengue (denv3)	Th16_055DV3	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410192	Dengue (denv3)	Th16_016DV3	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410193	Dengue (denv3)	Th16_049DV3	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
LC410195	Dengue (denv3)	Th17_059DV3	Phadungsombat et al	Emergence of genotype Cosmopolitan of dengue virus type 2 and genotype III of dengue virus type 3 in Thailand	PLoS ONE (2018) In press	Genbank
KF041256	Dengue (denv3)	D3/Pakistan/55709/2006	Koo et al	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	Genbank
KF041259	Dengue (denv3)	D3/Pakistan/43298/2006	Koo et al	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	Genbank
KF041255	Dengue (denv3)	D3/Pakistan/55505/2007	Koo et al	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	Genbank
KF041257	Dengue (denv3)	D3/Pakistan/52440/2006	Koo et al	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	Genbank
KF041258	Dengue (denv3)	D3/Pakistan/45251/2009	Koo et al	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	Genbank
KF041254	Dengue (denv3)	D3/Pakistan/56/2008	Koo et al	Evolution and heterogeneity of multiple serotypes of Dengue virus in Pakistan, 2006-2011	Virol. J. 10, 275 (2013)	Genbank
MK894339	Dengue (denv3)	18XN10607	Su et al	Molecular characteristics of the full-length genome of dengue virus serotype III strains isolated from imported dengue fever cases in Guangzhou, 2018	Unpublished	Genbank
KU509286	Dengue (denv3)	DENV3_9468	Shihada et al	Genetic Diversity and New Lineages of Dengue Virus Serotypes 3 and 4 in Returning Travelers, Germany, 2006-2015	Emerging Infect. Dis. (2017) In press	Genbank
JF504679	Dengue (denv3)	ZJYW2009	Gu et al	Genomic analysis and study on E protein immunogenicity of dengue virus type 3 isolated from Yiwu, China	Unpublished	Genbank
KU509282	Dengue (denv3)	DENV3_3140	?			Genbank
GU363549	Dengue (denv3)	GZ1D3	Zhang et al	Complete genome of Dengue virus type 3	Unpublished	Genbank
JN662391	Dengue (denv3)	GZ2D3	Yu et al	Dengue virus serotype 3 infection: a family cluster in Guangzhou, China	Unpublished	Genbank
KX855927	Dengue (denv3)	I/B/DENV3/2014	?			Genbank
MH822957	Dengue (denv3)	T38_S72	Kar et al	Isolation and molecular characterization of Dengue virus clinical isolates from pediatric patients in New Delhi	Int. J. Infect. Dis. (2018) In press	Genbank
KU509281	Dengue (denv3)	DENV3_2994	?			Genbank
MG721061	Dengue (denv3)	R1_J51	Pattabiraman et al	Genomes of dengue viruses circulating in south India	Unpublished	Genbank
KX380841	Dengue (denv3)	D3/SG/CT14/2012	?			Genbank
KX380842	Dengue (denv3)	D3/SG/CT37/2013	?			Genbank
KF954947	Dengue (denv3)	13GDZDVS30C	Shi et al	Molecular epidemiology of Dengue virus 3 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KF954946	Dengue (denv3)	13GDZDVS30B	Shi et al	Molecular epidemiology of Dengue virus 3 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KF954945	Dengue (denv3)	13GDZSDV30A	Shi et al	Molecular epidemiology of Dengue virus 3 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KF954949	Dengue (denv3)	13GDZDVS30E	Shi et al	Molecular epidemiology of Dengue virus 3 epidemic in Zhongshan City in 2013	Unpublished	Genbank
KF954948	Dengue (denv3)	13GDZDVS30D	Shi et al	Molecular epidemiology of Dengue virus 3 epidemic in Zhongshan City in 2013	Unpublished	Genbank
MK894340	Dengue (denv3)	18XN26997	Su et al	Molecular characteristics of the full-length genome of dengue virus serotype III strains isolated from imported dengue fever cases in Guangzhou, 2018	Unpublished	Genbank
MN227700	Dengue (denv3)	19XN16898	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
MN227703	Dengue (denv3)	19XN50658	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
MN227697	Dengue (denv3)	19XN11050	Su et al	Rapid spreading of Dengue Virus 3 in a South-China City, Guanghzou, 2019	Unpublished	Genbank
