Accession	Virus	Strain	Author	Publication_Title	Journal	Database
KT732252	Measles	Taunton.GBR/15.13/D8	Penedos et al	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	Genbank
KT732250	Measles	Swansea.GBR/14.13/4/D8	Penedos et al	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	Genbank
KT732249	Measles	Swansea.GBR/15.13/D8	Penedos et al	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	Genbank
MN125026	Measles	NewDelhi.IND/26.14/D8	Vaidya et al	Measles Virus Complete genome sequencing from India	Unpublished	Genbank
JN635404	Measles	Virginia.USA/15.09	Kirkness et al	Direct Submission	Submitted (30-AUG-2011) J. Craig Venter Institute, 9704 Medical Center Drive, Rockville, MD 20850, USA	Genbank
MN125025	Measles	Kanpur.IND/16.14/D8	Vaidya et al	Measles Virus Complete genome sequencing from India	Unpublished	Genbank
MN125022	Measles	Gr.Mumbai.IND/01.15/D8	Vaidya et al	Measles Virus Complete genome sequencing from India	Unpublished	Genbank
KY969480	Measles	California.USA/49.10/D8	Espinosa et al	Direct Submission	Submitted (20-APR-2017) Viral and Rickettsial Disease Laboratory, California Department of Public Health, 850 Marina Bay Parkway, Richmond, CA 94804, USA	Genbank
MN125029	Measles	Faridabad.IND/22.14/D8	Vaidya et al	Measles Virus Complete genome sequencing from India	Unpublished	Genbank
KT732231	Measles	London.GBR/22.12/3/D8	Penedos et al	Assessment of the Utility of Whole Genome Sequencing of Measles Virus in the Characterisation of Outbreaks	PLoS ONE 10 (11), E0143081 (2015)	Genbank
MN125020	Measles	Panna.IND/28.15	Vaidya et al	Measles Virus Complete genome sequencing from India	Unpublished	Genbank
MW916923	Measles	Daman.IND/7.15/D8	Bhattad et al	Genome Sequences of Measles Virus D4 and D8 Genotypes from India	Microbiol Resour Announc 10 (28), e0053821 (2021)	Genbank
MT738550	Measles	Zhoushan.CHN/09.19/D8	Wang et al	Epidemiological investigation and virus tracing of a measles outbreak in Zhoushan Islands, China, 2019	Unpublished	Genbank
MT350232	Measles	Jiangxi.CHN/13.19/1	Jun et al	Direct Submission	Submitted (17-APR-2020) Institute of disease testing, Jiangxi Center for Disease Control and Prevention, beijing east road, Nanchang, Jiangxi 330029, China	Genbank
MZ031218	Measles	Marseille.FRA/14.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031240	Measles	Marseille.FRA/21.19/20/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031248	Measles	Marseille.FRA/23.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031249	Measles	Marseille.FRA/23.19/6/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031235	Measles	Marseille.FRA/20.19/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031239	Measles	Marseille.FRA/21.19/19/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031227	Measles	Marseille.FRA/19.19/1/B3	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031250	Measles	Marseille.FRA/23.19/7/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031216	Measles	Marseille.FRA/13.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031222	Measles	Marseille.FRA/17.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031224	Measles	Marseille.FRA/19.19/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031236	Measles	Marseille.FRA/21.19/18/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031242	Measles	Marseille.FRA/21.19/11/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031269	Measles	Marseille.FRA/30.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031232	Measles	Marseille.FRA/20.19/6/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031221	Measles	Marseille.FRA/16.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031247	Measles	Marseille.FRA/22.19/4/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031244	Measles	Marseille.FRA/20.19/5/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031220	Measles	Marseille.FRA/15.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031223	Measles	Marseille.FRA/17.19/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031273	Measles	Marseille.FRA/39.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031272	Measles	Marseille.FRA/39.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031274	Measles	Marseille.FRA/41.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031217	Measles	Marseille.FRA/13.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031234	Measles	Marseille.FRA/20.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031233	Measles	Marseille.FRA/20.19/4/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031219	Measles	Marseille.FRA/15.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031252	Measles	Marseille.FRA/26.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031260	Measles	Marseille.FRA/28.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031251	Measles	Marseille.FRA/23.19/5/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031225	Measles	Marseille.FRA/19.19/4/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031228	Measles	Marseille.FRA/19.19/6/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031267	Measles	Marseille.FRA/29.19/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031246	Measles	Marseille.FRA/22.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031261	Measles	Marseille.FRA/28.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031259	Measles	Marseille.FRA/28.19/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031254	Measles	Marseille.FRA/27.19/5/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031237	Measles	Marseille.FRA/21.19/9/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031245	Measles	Marseille.FRA/21.19/15/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031255	Measles	Marseille.FRA/27.19/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031262	Measles	Marseille.FRA/29.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031253	Measles	Marseille.FRA/27.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031257	Measles	Marseille.FRA/27.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MW916919	Measles	Pune.IND/10.13/1/D8	Bhattad et al	Genome Sequences of Measles Virus D4 and D8 Genotypes from India	Microbiol Resour Announc 10 (28), e0053821 (2021)	Genbank
MF496202	Measles	Changwon.KOR/39.16/2/D8	Kang et al	Complete genome sequences of measles virus genotype D8 isolates from South Korea in 2016	Unpublished	Genbank
MF496201	Measles	Geoje.KOR/41.16/D8	Kang et al	Complete genome sequences of measles virus genotype D8 isolates from South Korea in 2016	Unpublished	Genbank
MF496200	Measles	Seoul.KOR/37.16/D8	Kang et al	Complete genome sequences of measles virus genotype D8 isolates from South Korea in 2016	Unpublished	Genbank
MH631015	Measles	Palmerston_North.NZL/5.17/2/D8	Dilcher et al	Whole genome sequencing of measles viruses as a tool to clarify chains of transmission or importations	Unpublished	Genbank
MH631016	Measles	Queenstown.NZL/41.16/D8	Dilcher et al	Whole genome sequencing of measles viruses as a tool to clarify chains of transmission or importations	Unpublished	Genbank
MH173047	Measles	Ancona.ITA/45.17/1/D8	Marinelli et al	Direct Submission	Submitted (06-APR-2018) Ao Ospedali Riuniti Di Ancona, Virologia, Via Conca, 71, Ancona 60020, Italy	Genbank
MK513627	Measles	Venezia.ITA/22.17/3/D8	Pacenti et al	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	Genbank
MK513626	Measles	Verona.ITA/19.17/2/D8	Pacenti et al	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	Genbank
MK513623	Measles	Padova.ITA/13.17/1/D8	Pacenti et al	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	Genbank
MK513625	Measles	Padova.ITA/14.17/3/D8	Pacenti et al	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	Genbank
MK513624	Measles	Padova.ITA/14.17/2/D8	Pacenti et al	Measles Virus Infection and Immunity in a Suboptimal Vaccination Coverage Setting	Vaccines (Basel) 7 (4), E199 (2019)	Genbank
MZ031213	Measles	Marseille.FRA/37.18/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031208	Measles	Marseille.FRA/34.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031210	Measles	Marseille.FRA/36.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031212	Measles	Marseille.FRA/37.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031211	Measles	Marseille.FRA/37.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031214	Measles	Marseille.FRA/38.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MK161348	Measles	Roraima.BRA/31.18/D8	Meneses et al	Molecular characterisation of the emerging measles virus from Roraima state, Brazil, 2018	Mem. Inst. Oswaldo Cruz 114, e180545 (2019)	Genbank
MZ031178	Measles	Marseille.FRA/27.17/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031180	Measles	Marseille.FRA/29.17/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031176	Measles	Marseille.FRA/25.17/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031182	Measles	Marseille.FRA/31.17/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031177	Measles	Marseille.FRA/27.17/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031191	Measles	Marseille.FRA/21.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031181	Measles	Marseille.FRA/31.17/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031179	Measles	Marseille.FRA/29.17/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031190	Measles	Marseille.FRA/21.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031185	Measles	Marseille.FRA/12.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031189	Measles	Marseille.FRA/20.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031203	Measles	Marseille.FRA/30.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031202	Measles	Marseille.FRA/29.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031271	Measles	Marseille.FRA/37.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031192	Measles	Marseille.FRA/23.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031209	Measles	Marseille.FRA/35.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031184	Measles	Marseille.FRA/12.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031183	Measles	Marseille.FRA/11.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031188	Measles	Marseille.FRA/17.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031187	Measles	Marseille.FRA/17.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031198	Measles	Marseille.FRA/27.18/4/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031186	Measles	Marseille.FRA/13.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031199	Measles	Marseille.FRA/27.18/3/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031194	Measles	Marseille.FRA/25.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031201	Measles	Marseille.FRA/29.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031204	Measles	Marseille.FRA/31.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031193	Measles	Marseille.FRA/23.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031195	Measles	Marseille.FRA/26.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031197	Measles	Marseille.FRA/27.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031200	Measles	Marseille.FRA/28.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031215	Measles	Marseille.FRA/40.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031207	Measles	Marseille.FRA/33.18/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031206	Measles	Marseille.FRA/33.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031205	Measles	Marseille.FRA/31.18/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031256	Measles	Marseille.FRA/27.19/4/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031263	Measles	Marseille.FRA/29.19/4/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031265	Measles	Marseille.FRA/29.19/6/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031266	Measles	Marseille.FRA/29.19/5/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031264	Measles	Marseille.FRA/29.19/2/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031268	Measles	Marseille.FRA/30.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
MZ031270	Measles	Marseille.FRA/31.19/1/D8	Aherfi et al	Direct Submission	Submitted (19-APR-2021) MEPHI, IHU, 19-21 bd Jean Moulin, Marseille 13005, France	Genbank
